Date,Adj Close,Close,High,Low,Open,Volume
2020-01-02,119.03641510009766,141.08999633789062,141.10000610351562,139.25999450683594,139.7899932861328,10803700
2020-01-03,117.46558380126953,138.33999633789062,139.22999572753906,137.0800018310547,137.5,10386800
2020-01-06,117.37214660644531,138.22999572753906,138.27000427246094,136.5,136.55999755859375,10259000
2020-01-07,115.37678527832031,135.8800048828125,137.86000061035156,135.82000732421875,137.27999877929688,10531300
2020-01-08,116.27679443359375,136.94000244140625,137.5800018310547,135.60000610351562,135.6999969482422,9695300
2020-01-09,116.70136260986328,137.44000244140625,138.22999572753906,137.0399932861328,138.0500030517578,9469000
2020-01-10,115.53810119628906,136.07000732421875,137.25,135.80999755859375,137.2100067138672,10190900
2020-01-13,116.49759674072266,137.1999969482422,137.1999969482422,135.75999450683594,136.19000244140625,12355200
2020-01-14,117.85614013671875,138.8000030517578,140.75999450683594,137.69000244140625,137.94000244140625,24906000
2020-01-15,116.09001159667969,136.72000122070312,138.60000610351562,136.14999389648438,137.85000610351562,16293400
2020-01-16,116.54006958007812,137.25,137.89999389648438,136.83999633789062,137.4499969482422,10783800
2020-01-17,117.34669494628906,138.1999969482422,138.2899932861328,137.32000732421875,137.5399932861328,14697700
2020-01-21,116.19193267822266,136.83999633789062,138.07000732421875,136.69000244140625,137.19000244140625,8474200
2020-01-22,116.0560531616211,136.67999267578125,137.39999389648438,136.3800048828125,137.24000549316406,7549100
2020-01-23,115.93717956542969,136.5399932861328,136.74000549316406,134.72000122070312,135.7100067138672,9345700
2020-01-24,113.05870056152344,133.14999389648438,136.42999267578125,132.32000732421875,136.3699951171875,15166400
2020-01-27,112.10772705078125,132.02999877929688,132.94000244140625,129.7100067138672,130.27000427246094,12860500
2020-01-28,114.14556121826172,134.42999267578125,134.97000122070312,132.47999572753906,132.83999633789062,13062800
2020-01-29,113.9757308959961,134.22999572753906,135.5399932861328,133.69000244140625,134.80999755859375,9326000
2020-01-30,115.38525390625,135.88999938964844,136.1300048828125,132.69000244140625,132.69000244140625,9048900
2020-01-31,112.3879165649414,132.36000061035156,134.8300018310547,131.47000122070312,134.49000549316406,12785200
2020-02-03,113.24551391601562,133.3699951171875,134.24000549316406,132.66000366210938,132.66000366210938,10021100
2020-02-04,114.87580108642578,135.2899932861328,136.60000610351562,135.0800018310547,135.5500030517578,9157100
2020-02-05,116.82874298095703,137.58999633789062,137.72999572753906,136.00999450683594,136.57000732421875,10150700
2020-02-06,116.84573364257812,137.61000061035156,138.2899932861328,137.11000061035156,138.24000549316406,8992300
2020-02-07,116.47206115722656,137.1699981689453,137.6699981689453,136.3000030517578,136.72999572753906,6379800
2020-02-10,116.95611572265625,137.74000549316406,137.85000610351562,136.75,136.9499969482422,5960700
2020-02-11,117.1768798828125,138.0,138.82000732421875,137.77999877929688,138.25999450683594,6578600
2020-02-12,117.1768798828125,138.0,139.2899932861328,137.8000030517578,138.60000610351562,7958000
2020-02-13,117.07498168945312,137.8800048828125,138.33999633789062,136.39999389648438,137.75,7447500
2020-02-14,116.7183837890625,137.4600067138672,138.19000244140625,136.94000244140625,137.83999633789062,6627600
2020-02-18,115.1729736328125,135.63999938964844,137.7100067138672,135.0500030517578,137.33999633789062,8996400
2020-02-19,116.7437973022461,137.49000549316406,138.38999938964844,136.33999633789062,136.91000366210938,7071200
2020-02-20,116.7437973022461,137.49000549316406,138.36000061035156,136.52999877929688,137.1699981689453,7422800
2020-02-21,115.31732177734375,135.80999755859375,136.9199981689453,134.9199981689453,136.5500030517578,9772800
2020-02-24,112.21809387207031,132.16000366210938,133.1999969482422,130.8000030517578,131.44000244140625,13618400
2020-02-25,107.20834350585938,126.26000213623047,132.22999572753906,125.58999633789062,131.0,20797200
2020-02-26,107.53102111816406,126.63999938964844,128.9499969482422,126.33999633789062,126.93000030517578,24825600
2020-02-27,103.05621337890625,121.37000274658203,125.62000274658203,121.30000305175781,122.91000366210938,23005500
2020-02-28,98.58990478515625,116.11000061035156,118.48999786376953,112.66000366210938,117.5199966430664,45931400
2020-03-02,103.18356323242188,121.5199966430664,121.58000183105469,114.45999908447266,116.62999725341797,27355400
2020-03-03,99.31163787841797,116.95999908447266,122.94999694824219,116.23999786376953,120.97000122070312,32547700
2020-03-04,101.76557159423828,119.8499984741211,120.19000244140625,114.69999694824219,118.33000183105469,25795900
2020-03-05,96.77281951904297,113.97000122070312,116.43000030517578,112.58000183105469,115.66999816894531,25025600
2020-03-06,91.7715835571289,108.08000183105469,110.31999969482422,105.0199966430664,106.26000213623047,38159400
2020-03-09,79.34062957763672,93.44000244140625,99.2300033569336,93.0,96.56999969482422,40352000
2020-03-10,85.50514221191406,100.69999694824219,101.27999877929688,94.58000183105469,99.0,31102700
2020-03-11,81.48039245605469,95.95999908447266,100.05000305175781,94.55000305175781,97.69999694824219,38127000
2020-03-12,74.76395416259766,88.05000305175781,96.95999908447266,86.31999969482422,89.58999633789062,49725200
2020-03-13,88.23078918457031,103.91000366210938,103.98999786376953,92.0,95.98999786376953,38543300
2020-03-16,75.02716827392578,88.36000061035156,93.9800033569336,84.55000305175781,85.19999694824219,38589700
2020-03-17,79.61233520507812,93.76000213623047,97.44000244140625,87.5,90.88999938964844,35239800
2020-03-18,71.23165130615234,83.88999938964844,90.79000091552734,80.36000061035156,87.66999816894531,41525600
2020-03-19,72.42888641357422,85.30000305175781,88.11000061035156,76.91000366210938,81.55999755859375,32175100
2020-03-20,70.90050506591797,83.5,89.45999908447266,82.4800033569336,86.30000305175781,30150800
2020-03-23,67.10498046875,79.02999877929688,83.75,78.08999633789062,82.68000030517578,32536600
2020-03-24,75.08659362792969,88.43000030517578,90.0999984741211,82.9000015258789,84.9000015258789,34363200
2020-03-25,77.88866424560547,91.7300033569336,95.1500015258789,84.54000091552734,89.23999786376953,38111700
2020-03-26,83.31446838378906,98.12000274658203,98.56999969482422,93.54000091552734,94.08000183105469,29826300
2020-03-27,77.37919616699219,91.12999725341797,94.83999633789062,90.55000305175781,93.19000244140625,30041500
2020-03-30,79.3915786743164,93.5,94.08999633789062,89.30000305175781,90.6500015258789,21656900
2020-03-31,76.4451675415039,90.02999877929688,94.16999816894531,89.33999633789062,92.05000305175781,23379300
2020-04-01,71.63074493408203,84.36000061035156,86.55999755859375,83.25,85.0999984741211,28029600
2020-04-02,74.30542755126953,87.51000213623047,87.91000366210938,82.95999908447266,83.51000213623047,24018000
2020-04-03,72.109130859375,84.05000305175781,87.4800033569336,82.7699966430664,86.0,21199400
2020-04-06,76.75051879882812,89.45999908447266,90.98999786376953,87.69999694824219,88.98999786376953,26820800
2020-04-07,77.76287078857422,90.63999938964844,94.5,90.37999725341797,94.44999694824219,22563800
2020-04-08,80.90291595458984,94.30000305175781,94.86000061035156,90.55000305175781,92.0999984741211,22903300
2020-04-09,88.16102600097656,102.76000213623047,104.38999938964844,96.88999938964844,96.91999816894531,42055900
2020-04-13,84.24027252197266,98.19000244140625,103.11000061035156,97.30000305175781,103.11000061035156,26911900
2020-04-14,81.93243408203125,95.5,102.0,93.63999938964844,101.0199966430664,46151300
2020-04-15,77.89156341552734,90.79000091552734,92.02999877929688,90.12999725341797,91.1500015258789,30118600
2020-04-16,74.92314147949219,87.33000183105469,90.56999969482422,87.05000305175781,90.2300033569336,32449600
2020-04-17,81.65790557861328,95.18000030517578,95.69999694824219,90.95999908447266,92.0,30191900
2020-04-20,78.68086242675781,91.70999908447266,94.70999908447266,90.45999908447266,92.47000122070312,23679400
2020-04-21,76.39876556396484,89.05000305175781,91.37999725341797,88.33000183105469,88.62000274658203,23035000
2020-04-22,76.64757537841797,89.33999633789062,91.87000274658203,89.18000030517578,90.69000244140625,16662400
2020-04-23,76.69047546386719,89.38999938964844,91.27999877929688,89.26000213623047,89.73999786376953,16638800
2020-04-24,77.82294464111328,90.70999908447266,91.0999984741211,88.48999786376953,90.63999938964844,15809200
2020-04-27,81.1774673461914,94.62000274658203,95.62999725341797,91.54000091552734,91.94000244140625,22870200
2020-04-28,81.75228118896484,95.29000091552734,98.36000061035156,95.02999877929688,97.80999755859375,20238900
2020-04-29,83.9571762084961,97.86000061035156,99.44999694824219,97.2699966430664,99.08000183105469,20462600
2020-04-30,82.15547943115234,95.76000213623047,96.83999633789062,94.55000305175781,95.5999984741211,19127600
2020-05-01,80.00209045410156,93.25,93.73999786376953,91.83999633789062,93.5,18547700
2020-05-04,79.04978942871094,92.13999938964844,92.66999816894531,90.80000305175781,92.0199966430664,15725900
2020-05-05,78.92967224121094,92.0,94.20999908447266,91.9000015258789,93.6500015258789,18064100
2020-05-06,77.44544219970703,90.2699966430664,92.76000213623047,89.93000030517578,92.16000366210938,20978000
2020-05-07,78.25189208984375,91.20999908447266,92.91000366210938,90.58000183105469,91.33999633789062,16771900
2020-05-08,79.53023529052734,92.69999694824219,94.08000183105469,92.11000061035156,92.80000305175781,20487800
2020-05-11,77.18807220458984,89.97000122070312,91.11000061035156,89.33000183105469,91.11000061035156,31907600
2020-05-12,74.6657485961914,87.02999877929688,90.79000091552734,86.9000015258789,90.1500015258789,27962900
2020-05-13,72.09194946289062,84.02999877929688,86.86000061035156,83.4000015258789,86.37999725341797,35451600
2020-05-14,75.08612823486328,87.5199966430664,88.11000061035156,82.4000015258789,82.72000122070312,35152500
2020-05-15,73.69627380371094,85.9000015258789,87.27999877929688,85.30000305175781,86.8499984741211,26099000
2020-05-18,77.59986114501953,90.44999694824219,91.1500015258789,87.87999725341797,88.69000244140625,30504400
2020-05-19,76.07274627685547,88.66999816894531,91.19999694824219,88.58999633789062,90.05000305175781,19597300
2020-05-20,78.3548583984375,91.33000183105469,92.38999938964844,90.37000274658203,90.70999908447266,20552400
2020-05-21,77.35967254638672,90.16999816894531,91.76000213623047,89.66999816894531,90.2699966430664,14621400
2020-05-22,76.75911712646484,89.47000122070312,90.36000061035156,88.72000122070312,90.01000213623047,13557900
2020-05-26,82.20696258544922,95.81999969482422,97.5,92.61000061035156,92.88999938964844,41233900
2020-05-27,86.968505859375,101.37000274658203,102.58000183105469,98.80000305175781,102.06999969482422,39402000
2020-05-28,85.67301177978516,99.86000061035156,102.94999694824219,99.4000015258789,102.94000244140625,24713900
